stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,updated_on,total_phosphorus
NAGASANDRA 20 MLD,2023-10-29 09:45:00,7.75,26.00,0.84,3.36,76.50,12.68,12.82,7.62,3.88,2023102910,-
RAJACANAL 40 MLD,2023-10-29 09:45:00,7.61,27.60,0.94,3.90,30.05,3.31,7.55,7.78,4.51,2023102910,-
YELLAMALAPACHETTY 15 MLD,2023-10-29 09:45:00,7.52,27.87,0.56,2.23,51.88,1.69,5.95,5.11,7.65,2023102910,-
BELLANDUR 90 MLD,2023-10-29 09:45:00,7.79,27.50,0.57,1.60,26.97,4.73,6.39,5.39,3.19,2023102910,-
DODDABELE 20 MLD,2023-10-29 09:45:00,7.36,27.10,0.72,3.40,37.03,6.37,5.75,10.40,4.42,2023102910,-
NAGASANDRA OLD 20 MLD,2023-10-29 09:45:00,7.38,24.50,3.60,5.40,277.70,2.07,233.03,0.00,2.08,2023102910,-
4MLD Cubbon Park TTP,2023-10-29 10:00:00,7.21,28.60,0.49,4.70,17.28,1.2,0.91,5.01,1.96,2023102910,-
KADABEESANAHALLI 50 MLD,2023-10-29 10:00:00,-,-,0.85,3.83,46.11,8.5,8.61,7.36,3.40,2023102910,-
STP Sarakki 5 MLD,2023-10-29 09:45:00,7.89,27.90,2.99,5.98,19.01,5.22,6.17,3.80,-,2023102910,-
Mailasandra STP 75 MLD,2023-10-29 09:45:00,7.74,23.10,66.37,99.56,45.52,8.09,18.85,13.17,0.70,2023102910,-
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,2023102910,-
KR Puram STP 20 MLD,2023-10-29 10:00:00,6.99,25.60,2.36,4.72,121.33,5.16,39.92,16.99,1.88,2023102910,-
1.5 MLD Lalbagh TTP,2023-10-29 10:00:00,7.37,28.20,0.50,2.53,18.32,1.54,1.33,-1.53,-1.05,2023102910,-
35MLD Agaram STP,2023-10-29 10:00:00,7.07,26.50,0.00,0.00,28.99,4.95,0.0,6.36,-,2023102910,-
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,2023102910,-
Yelahanka 10MLD TTP,2023-10-29 08:00:00,7.01,25.20,1.09,6.18,42.30,7.8,5.5,8.52,3.36,2023102910,0.22
40MLD OLD Rajacanal STP,2023-10-17 16:45:00,7.52,26.50,0.20,0.66,25.50,6.6,7.5,6.38,0.70,2023102910,0.10
Hennur 1MLD TTP,2023-10-29 08:15:00,7.70,27.70,0.80,1.20,19.80,2.1,4.9,4.99,4.34,2023102910,0.16
4_MLD_Madiwala_STP,2023-10-28 00:00:00,7.70,25.80,0.60,1.74,34.49,1.95,3.52,8.62,-,2023102910,-
150MLD STP_K&C valley,2023-10-29 09:55:00,7.84,-,2.13,5.26,-,126.6,30.5,-,-,2023102910,0.68
2MLD Ulsoor STP,2023-10-29 09:45:00,7.14,24.90,0.58,1.45,28.35,2.24,4.21,5.71,3.73,2023102911,-
CHIKKABANAVARA 5 MLD,2023-10-29 10:45:00,7.64,24.60,0.43,3.40,34.91,4.47,6.32,11.63,3.44,2023102911,-
KADUGODI 6 MLD STP,2023-10-29 10:45:00,7.66,28.10,0.60,4.14,41.43,10.67,9.8,35.78,3.00,2023102911,-
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,2023102911,-
K AND C VALLEY 60 MLD,2023-10-29 10:45:00,6.74,28.30,0.60,4.10,48.91,10.61,23.3,10.82,4.98,2023102911,-
NAGASANDRA 20 MLD,2023-10-29 10:45:00,7.75,26.30,0.85,3.40,79.35,12.56,13.14,7.59,3.92,2023102911,-
RAJACANAL 40 MLD,2023-10-29 10:45:00,7.59,27.80,0.95,3.90,29.91,3.31,7.32,7.79,4.56,2023102911,-
YELLAMALAPACHETTY 15 MLD,2023-10-29 10:45:00,7.53,27.90,0.56,2.23,55.08,1.69,6.03,5.12,4.60,2023102911,-
BELLANDUR 90 MLD,2023-10-29 10:45:00,7.78,27.80,0.58,1.60,26.98,4.73,6.44,5.40,3.25,2023102911,-
DODDABELE 20 MLD,2023-10-29 10:45:00,7.39,27.40,0.72,3.40,36.99,6.36,5.68,10.38,4.43,2023102911,-
NAGASANDRA OLD 20 MLD,2023-10-29 10:45:00,7.37,24.70,3.56,5.34,331.60,0.0,281.03,0.00,2.12,2023102911,-
4MLD Cubbon Park TTP,2023-10-29 11:00:00,7.18,28.60,0.48,4.70,17.27,1.2,0.9,5.01,1.92,2023102911,-
KADABEESANAHALLI 50 MLD,2023-10-29 11:00:00,-,-,0.85,3.83,45.93,8.52,8.52,7.40,3.41,2023102911,-
STP Sarakki 5 MLD,2023-10-29 10:45:00,7.88,27.90,2.97,5.94,18.99,5.19,6.13,3.80,-,2023102911,-
Mailasandra STP 75 MLD,2023-10-29 10:45:00,7.79,24.00,80.36,120.54,45.55,8.14,18.86,13.10,2.14,2023102911,-
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,2023102911,-
KR Puram STP 20 MLD,2023-10-29 11:00:00,7.01,26.00,2.22,4.44,120.79,5.27,39.2,16.91,1.87,2023102911,-
1.5 MLD Lalbagh TTP,2023-10-29 11:00:00,7.36,29.00,0.51,2.55,18.32,1.54,1.33,-0.89,0.00,2023102911,-
35MLD Agaram STP,2023-10-29 11:00:00,7.16,26.60,0.00,0.00,29.36,5.01,0.0,6.44,-,2023102911,-
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,2023102911,-
Yelahanka 10MLD TTP,2023-10-29 08:00:00,7.01,25.20,1.09,6.18,42.30,7.8,5.5,8.52,3.36,2023102911,0.22
40MLD OLD Rajacanal STP,2023-10-17 16:45:00,7.52,26.50,0.20,0.66,25.50,6.6,7.5,6.38,0.70,2023102911,0.10
Hennur 1MLD TTP,2023-10-29 08:15:00,7.70,27.70,0.80,1.20,19.80,2.1,4.9,4.99,4.34,2023102911,0.16
4_MLD_Madiwala_STP,2023-10-28 00:00:00,7.70,25.80,0.60,1.74,34.49,1.95,3.52,8.62,-,2023102911,-
150MLD STP_K&C valley,2023-10-29 10:55:00,7.83,-,2.13,5.26,-,125.6,30.5,-,-,2023102911,0.68
2MLD Ulsoor STP,2023-10-29 11:15:00,7.14,24.90,0.58,1.45,28.50,2.25,4.24,5.71,3.75,2023102912,-
CHIKKABANAVARA 5 MLD,2023-10-29 11:45:00,7.67,24.80,0.44,3.40,33.92,4.41,6.1,11.30,3.52,2023102912,-
KADUGODI 6 MLD STP,2023-10-29 11:45:00,7.64,27.90,0.60,4.15,41.35,10.68,9.74,36.19,3.00,2023102912,-
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,2023102912,-
K AND C VALLEY 60 MLD,2023-10-29 11:45:00,6.72,28.30,0.60,4.10,48.74,10.65,22.58,10.70,4.98,2023102912,-
NAGASANDRA 20 MLD,2023-10-29 11:45:00,7.74,26.30,0.89,3.56,74.53,12.09,12.38,7.01,3.96,2023102912,-
RAJACANAL 40 MLD,2023-10-29 11:45:00,7.60,27.90,0.97,3.90,30.18,3.33,7.76,7.81,4.66,2023102912,-
YELLAMALAPACHETTY 15 MLD,2023-10-29 11:45:00,7.57,28.03,0.56,2.24,52.88,1.7,5.96,5.12,6.99,2023102912,-
BELLANDUR 90 MLD,2023-10-29 11:45:00,7.78,28.00,0.59,1.50,26.98,4.75,6.42,5.40,3.30,2023102912,-
DODDABELE 20 MLD,2023-10-29 11:45:00,7.41,27.40,0.72,3.40,37.02,6.35,5.75,10.39,4.45,2023102912,-
NAGASANDRA OLD 20 MLD,2023-10-29 11:45:00,7.36,24.70,3.56,5.34,336.87,0.0,289.11,0.00,4.23,2023102912,-
4MLD Cubbon Park TTP,2023-10-29 12:00:00,7.21,28.60,0.48,4.70,17.26,1.2,0.9,5.01,1.92,2023102912,-
KADABEESANAHALLI 50 MLD,2023-10-29 12:00:00,-,-,0.85,3.84,46.17,8.53,8.63,7.59,3.41,2023102912,-
STP Sarakki 5 MLD,2023-10-29 11:45:00,7.86,28.10,3.00,6.00,19.04,5.27,6.28,3.81,-,2023102912,-
Mailasandra STP 75 MLD,2023-10-29 11:45:00,7.84,24.70,96.36,144.54,45.58,8.16,18.84,12.88,1.88,2023102912,-
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,2023102912,-
KR Puram STP 20 MLD,2023-10-29 12:00:00,7.01,26.00,2.16,4.32,120.11,5.39,39.23,16.82,1.87,2023102912,-
1.5 MLD Lalbagh TTP,2023-10-29 12:00:00,7.34,29.30,0.50,2.50,18.31,1.54,1.33,-1.74,-0.99,2023102912,-
35MLD Agaram STP,2023-10-29 12:00:00,7.13,26.60,0.00,0.00,29.23,4.99,0.0,6.42,-,2023102912,-
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,2023102912,-
Yelahanka 10MLD TTP,2023-10-29 08:00:00,7.01,25.20,1.09,6.18,42.30,7.8,5.5,8.52,3.36,2023102912,0.22
40MLD OLD Rajacanal STP,2023-10-17 16:45:00,7.52,26.50,0.20,0.66,25.50,6.6,7.5,6.38,0.70,2023102912,0.10
Hennur 1MLD TTP,2023-10-29 08:15:00,7.70,27.70,0.80,1.20,19.80,2.1,4.9,4.99,4.34,2023102912,0.16
4_MLD_Madiwala_STP,2023-10-28 00:00:00,7.70,25.80,0.60,1.74,34.49,1.95,3.52,8.62,-,2023102912,-
150MLD STP_K&C valley,2023-10-29 10:55:00,7.83,-,2.13,5.26,-,125.6,30.5,-,-,2023102912,0.68
2MLD Ulsoor STP,2023-10-29 12:45:00,7.14,24.90,0.57,1.42,28.35,2.24,4.21,5.71,3.73,2023102913,-
CHIKKABANAVARA 5 MLD,2023-10-29 12:45:00,7.66,24.90,0.44,3.40,33.99,4.39,6.14,11.24,3.52,2023102913,-
KADUGODI 6 MLD STP,2023-10-29 12:45:00,7.72,28.00,0.50,4.39,41.49,10.67,9.92,35.24,2.50,2023102913,-
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,2023102913,-
K AND C VALLEY 60 MLD,2023-10-29 12:45:00,6.72,28.40,0.60,4.10,52.92,10.63,27.72,11.14,4.98,2023102913,-
NAGASANDRA 20 MLD,2023-10-29 12:45:00,7.79,26.60,0.91,3.64,76.02,11.28,14.34,5.62,3.94,2023102913,-
RAJACANAL 40 MLD,2023-10-29 12:45:00,7.62,27.90,0.96,3.90,31.07,3.33,9.19,7.78,4.61,2023102913,-
YELLAMALAPACHETTY 15 MLD,2023-10-29 12:45:00,7.55,27.98,0.56,2.24,53.60,1.68,5.99,5.12,1.81,2023102913,-
BELLANDUR 90 MLD,2023-10-29 12:45:00,7.78,28.00,0.59,1.50,26.99,4.73,6.54,5.40,3.30,2023102913,-
DODDABELE 20 MLD,2023-10-29 12:45:00,7.43,27.70,0.73,3.40,37.02,6.36,5.78,10.40,4.46,2023102913,-
NAGASANDRA OLD 20 MLD,2023-10-29 12:45:00,7.75,23.00,2.81,4.22,376.02,0.0,328.19,0.00,4.31,2023102913,-
4MLD Cubbon Park TTP,2023-10-29 13:00:00,7.17,28.60,0.49,4.70,17.28,1.2,0.9,5.01,1.96,2023102913,-
KADABEESANAHALLI 50 MLD,2023-10-29 13:00:00,-,-,0.85,3.84,45.87,8.52,8.53,7.52,3.41,2023102913,-
STP Sarakki 5 MLD,2023-10-29 12:45:00,7.83,28.10,2.94,5.88,19.04,5.27,6.27,3.81,-,2023102913,-
Mailasandra STP 75 MLD,2023-10-29 12:45:00,7.81,24.90,108.09,162.13,45.55,8.13,18.83,12.98,1.94,2023102913,-
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,2023102913,-
KR Puram STP 20 MLD,2023-10-29 13:00:00,6.95,26.10,2.24,4.48,112.99,5.32,37.62,15.82,1.89,2023102913,-
1.5 MLD Lalbagh TTP,2023-10-29 13:00:00,7.34,29.70,0.51,2.45,18.31,1.54,1.33,-1.73,-1.14,2023102913,-
35MLD Agaram STP,2023-10-29 13:00:00,7.15,26.60,0.00,0.00,29.32,5.01,0.0,6.43,-,2023102913,-
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,2023102913,-
Yelahanka 10MLD TTP,2023-10-29 08:00:00,7.01,25.20,1.09,6.18,42.30,7.8,5.5,8.52,3.36,2023102913,0.22
40MLD OLD Rajacanal STP,2023-10-17 16:45:00,7.52,26.50,0.20,0.66,25.50,6.6,7.5,6.38,0.70,2023102913,0.10
Hennur 1MLD TTP,2023-10-29 08:15:00,7.70,27.70,0.80,1.20,19.80,2.1,4.9,4.99,4.34,2023102913,0.16
4_MLD_Madiwala_STP,2023-10-28 00:00:00,7.70,25.80,0.60,1.74,34.49,1.95,3.52,8.62,-,2023102913,-
150MLD STP_K&C valley,2023-10-29 10:55:00,7.83,-,2.13,5.26,-,125.6,30.5,-,-,2023102913,0.68
2MLD Ulsoor STP,2023-10-29 13:30:00,7.14,24.90,0.58,1.45,28.65,2.26,4.26,5.71,3.77,2023102914,-
CHIKKABANAVARA 5 MLD,2023-10-29 13:45:00,7.67,25.10,0.45,3.30,34.48,4.36,6.26,11.07,3.60,2023102914,-
KADUGODI 6 MLD STP,2023-10-29 13:45:00,7.68,28.10,0.60,4.14,41.48,10.66,9.9,35.02,3.00,2023102914,-
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,2023102914,-
K AND C VALLEY 60 MLD,2023-10-29 13:45:00,6.71,28.40,0.60,4.10,52.44,10.61,26.7,11.03,4.98,2023102914,-
NAGASANDRA 20 MLD,2023-10-29 13:45:00,7.78,26.90,0.93,3.72,86.83,10.54,18.18,6.10,4.03,2023102914,-
RAJACANAL 40 MLD,2023-10-29 13:45:00,7.62,28.00,0.96,3.90,31.39,3.33,9.67,7.76,4.61,2023102914,-
YELLAMALAPACHETTY 15 MLD,2023-10-29 13:45:00,7.58,28.09,0.56,2.25,54.80,1.7,6.01,5.12,6.68,2023102914,-
BELLANDUR 90 MLD,2023-10-29 14:00:00,7.78,28.00,0.59,1.50,26.98,4.71,6.45,5.40,3.30,2023102914,-
DODDABELE 20 MLD,2023-10-29 13:45:00,7.44,27.80,0.73,3.30,36.99,6.34,5.74,10.36,4.46,2023102914,-
NAGASANDRA OLD 20 MLD,2023-10-29 13:45:00,7.74,23.00,2.98,4.47,346.79,0.0,296.67,0.00,4.22,2023102914,-
4MLD Cubbon Park TTP,2023-10-29 14:00:00,7.19,28.70,0.49,4.70,17.27,1.2,0.89,5.01,1.96,2023102914,-
KADABEESANAHALLI 50 MLD,2023-10-29 14:00:00,-,-,0.85,3.84,46.08,8.54,8.61,7.66,3.41,2023102914,-
STP Sarakki 5 MLD,2023-10-29 13:45:00,7.84,28.20,2.97,5.94,19.05,5.27,6.27,3.81,-,2023102914,-
Mailasandra STP 75 MLD,2023-10-29 13:45:00,7.81,25.10,144.58,216.87,45.56,8.13,18.83,12.84,1.88,2023102914,-
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,2023102914,-
KR Puram STP 20 MLD,2023-10-29 14:00:00,6.97,26.40,2.13,4.26,113.11,5.24,36.89,15.84,1.98,2023102914,-
1.5 MLD Lalbagh TTP,2023-10-29 14:00:00,7.34,30.20,0.50,2.50,18.32,1.54,1.34,-1.63,-1.12,2023102914,-
35MLD Agaram STP,2023-10-29 14:00:00,7.09,26.60,0.00,0.00,29.07,4.96,0.0,6.38,-,2023102914,-
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,2023102914,-
Yelahanka 10MLD TTP,2023-10-29 14:00:00,7.08,25.20,1.07,6.60,41.60,8.5,5.9,8.34,3.15,2023102914,0.22
40MLD OLD Rajacanal STP,2023-10-17 16:45:00,7.52,26.50,0.20,0.66,25.50,6.6,7.5,6.38,0.70,2023102914,0.10
Hennur 1MLD TTP,2023-10-29 08:15:00,7.70,27.70,0.80,1.20,19.80,2.1,4.9,4.99,4.34,2023102914,0.16
4_MLD_Madiwala_STP,2023-10-28 00:00:00,7.70,25.80,0.60,1.74,34.49,1.95,3.52,8.62,-,2023102914,-
150MLD STP_K&C valley,2023-10-29 13:55:00,7.80,-,2.13,5.28,-,135.19,30.5,-,-,2023102914,0.67
2MLD Ulsoor STP,2023-10-29 14:15:00,7.14,25.00,0.58,1.45,28.65,2.26,4.26,5.71,3.77,2023102915,-
CHIKKABANAVARA 5 MLD,2023-10-29 14:45:00,7.69,25.30,0.46,3.30,34.54,4.43,6.27,11.54,3.68,2023102915,-
KADUGODI 6 MLD STP,2023-10-29 14:45:00,7.66,28.00,0.60,4.39,41.29,10.68,9.6,35.81,3.00,2023102915,-
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,2023102915,-
K AND C VALLEY 60 MLD,2023-10-29 14:45:00,6.72,28.30,0.60,4.10,55.25,10.53,30.68,10.35,4.98,2023102915,-
NAGASANDRA 20 MLD,2023-10-29 14:45:00,7.76,27.00,0.93,3.72,81.80,10.47,16.73,6.49,4.05,2023102915,-
RAJACANAL 40 MLD,2023-10-29 14:45:00,7.62,28.10,0.97,3.90,33.07,3.28,12.32,7.75,4.66,2023102915,-
YELLAMALAPACHETTY 15 MLD,2023-10-29 14:45:00,7.61,28.19,0.56,2.26,57.16,1.67,6.13,5.14,3.03,2023102915,-
BELLANDUR 90 MLD,2023-10-29 14:45:00,7.78,27.90,0.59,1.50,26.97,4.74,6.38,5.39,3.30,2023102915,-
DODDABELE 20 MLD,2023-10-29 14:45:00,7.45,27.90,0.73,3.30,36.96,6.35,5.67,10.38,4.47,2023102915,-
NAGASANDRA OLD 20 MLD,2023-10-29 14:45:00,7.70,22.80,2.99,4.49,279.44,1.73,239.12,0.00,4.29,2023102915,-
4MLD Cubbon Park TTP,2023-10-29 15:00:00,7.18,28.70,0.49,4.71,17.28,1.21,0.91,5.01,1.96,2023102915,-
KADABEESANAHALLI 50 MLD,2023-10-29 14:45:00,-,-,0.81,3.66,49.96,8.14,12.7,5.57,3.26,2023102915,-
STP Sarakki 5 MLD,2023-10-29 14:45:00,7.85,28.20,3.03,6.06,19.06,5.31,6.45,3.81,-,2023102915,-
Mailasandra STP 75 MLD,2023-10-29 14:45:00,7.76,25.10,139.77,209.65,45.56,8.11,18.8,12.55,0.53,2023102915,-
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,2023102915,-
KR Puram STP 20 MLD,2023-10-29 14:45:00,6.95,26.50,2.18,4.36,116.91,5.42,39.22,16.37,1.85,2023102915,-
1.5 MLD Lalbagh TTP,2023-10-29 15:00:00,7.34,30.20,0.48,2.42,18.60,1.65,1.53,-1.65,-1.08,2023102915,-
35MLD Agaram STP,2023-10-29 14:45:00,7.06,26.60,0.00,0.00,28.95,4.94,0.0,6.35,-,2023102915,-
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,2023102915,-
Yelahanka 10MLD TTP,2023-10-29 15:00:00,7.09,25.20,1.06,6.45,41.20,8.6,6.0,8.28,3.30,2023102915,0.22
40MLD OLD Rajacanal STP,2023-10-17 16:45:00,7.52,26.50,0.20,0.66,25.50,6.6,7.5,6.38,0.70,2023102915,0.10
Hennur 1MLD TTP,2023-10-29 14:45:00,7.70,27.80,0.80,1.20,20.00,2.1,4.9,5.00,4.27,2023102915,0.16
4_MLD_Madiwala_STP,2023-10-28 00:00:00,7.70,25.80,0.60,1.74,34.49,1.95,3.52,8.62,-,2023102915,-
150MLD STP_K&C valley,2023-10-29 14:45:00,7.76,-,2.13,5.26,-,139.19,30.5,-,-,2023102915,0.67
2MLD Ulsoor STP,2023-10-29 15:45:00,7.14,25.00,0.57,1.42,28.12,2.22,4.18,5.71,3.70,2023102916,-
CHIKKABANAVARA 5 MLD,2023-10-29 15:45:00,7.67,25.20,0.45,3.30,34.80,4.37,6.33,10.89,3.60,2023102916,-
KADUGODI 6 MLD STP,2023-10-29 15:45:00,7.71,27.90,0.60,4.13,41.56,10.67,10.15,35.40,3.00,2023102916,-
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,2023102916,-
K AND C VALLEY 60 MLD,2023-10-29 15:45:00,6.73,28.20,0.59,4.10,53.55,10.57,28.48,10.73,4.90,2023102916,-
NAGASANDRA 20 MLD,2023-10-29 15:45:00,7.79,27.00,0.94,3.76,84.17,11.92,15.67,7.52,4.04,2023102916,-
RAJACANAL 40 MLD,2023-10-29 15:45:00,7.62,27.90,0.96,3.90,33.84,3.24,13.75,7.59,4.61,2023102916,-
YELLAMALAPACHETTY 15 MLD,2023-10-29 15:45:00,7.62,28.24,0.56,2.26,54.30,1.67,6.0,5.12,7.50,2023102916,-
BELLANDUR 90 MLD,2023-10-29 16:00:00,7.78,27.80,0.59,1.50,26.98,4.72,6.42,5.40,3.30,2023102916,-
DODDABELE 20 MLD,2023-10-29 15:45:00,7.42,27.70,0.72,3.30,36.86,6.36,5.45,10.38,4.45,2023102916,-
NAGASANDRA OLD 20 MLD,2023-10-29 15:45:00,7.38,25.20,3.31,4.97,277.73,2.43,234.8,0.00,4.10,2023102916,-
4MLD Cubbon Park TTP,2023-10-29 16:00:00,7.17,28.70,0.49,4.70,17.27,1.2,0.9,5.01,1.96,2023102916,-
KADABEESANAHALLI 50 MLD,2023-10-29 16:00:00,-,-,0.82,3.68,47.52,8.18,11.06,6.04,3.27,2023102916,-
STP Sarakki 5 MLD,2023-10-29 15:45:00,7.85,28.20,2.99,5.98,19.10,5.35,6.46,3.82,-,2023102916,-
Mailasandra STP 75 MLD,2023-10-29 15:45:00,7.75,24.70,138.50,207.75,45.55,8.13,18.83,12.87,0.69,2023102916,-
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,2023102916,-
KR Puram STP 20 MLD,2023-10-29 16:00:00,6.95,26.70,2.23,4.46,121.17,5.21,40.82,16.96,1.84,2023102916,-
1.5 MLD Lalbagh TTP,2023-10-29 16:00:00,7.33,29.80,0.49,2.40,18.60,1.65,1.53,-1.60,-1.07,2023102916,-
35MLD Agaram STP,2023-10-29 16:00:00,7.04,26.60,0.00,0.00,28.86,4.93,0.0,6.34,-,2023102916,-
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,2023102916,-
Yelahanka 10MLD TTP,2023-10-29 16:00:00,7.12,25.30,0.97,6.09,40.90,8.7,6.1,8.19,3.23,2023102916,0.22
40MLD OLD Rajacanal STP,2023-10-17 16:45:00,7.52,26.50,0.20,0.66,25.50,6.6,7.5,6.38,0.70,2023102916,0.10
Hennur 1MLD TTP,2023-10-29 14:45:00,7.70,27.80,0.80,1.20,20.00,2.1,4.9,5.00,4.27,2023102916,0.16
4_MLD_Madiwala_STP,2023-10-28 00:00:00,7.70,25.80,0.60,1.74,34.49,1.95,3.52,8.62,-,2023102916,-
150MLD STP_K&C valley,2023-10-29 15:55:00,7.76,-,2.14,5.26,-,141.19,30.5,-,-,2023102916,0.68
2MLD Ulsoor STP,2023-10-29 16:30:00,7.14,25.00,0.57,1.42,28.96,2.29,4.31,5.71,3.81,2023102917,-
CHIKKABANAVARA 5 MLD,2023-10-29 16:30:00,7.68,25.20,0.45,3.30,35.23,4.53,6.39,11.36,3.60,2023102917,-
KADUGODI 6 MLD STP,2023-10-29 16:45:00,7.66,27.90,0.60,4.11,41.48,10.67,9.91,35.46,3.00,2023102917,-
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,2023102917,-
K AND C VALLEY 60 MLD,2023-10-29 16:45:00,6.72,28.10,0.59,4.10,54.51,10.51,29.84,10.50,4.90,2023102917,-
NAGASANDRA 20 MLD,2023-10-29 16:45:00,7.81,26.80,0.98,3.92,82.64,13.54,15.11,8.29,4.04,2023102917,-
RAJACANAL 40 MLD,2023-10-29 16:45:00,7.61,27.90,0.96,3.90,34.25,3.36,13.98,7.75,4.61,2023102917,-
YELLAMALAPACHETTY 15 MLD,2023-10-29 16:45:00,7.60,28.16,0.56,2.25,55.27,1.67,6.04,5.13,1.99,2023102917,-
BELLANDUR 90 MLD,2023-10-29 16:45:00,7.79,27.70,0.58,1.60,26.99,4.71,6.6,5.40,3.25,2023102917,-
DODDABELE 20 MLD,2023-10-29 16:45:00,7.40,27.60,0.72,3.40,36.87,6.36,5.5,10.39,4.44,2023102917,-
NAGASANDRA OLD 20 MLD,2023-10-29 16:45:00,7.37,25.30,3.46,5.19,266.39,6.37,215.35,0.14,1.87,2023102917,-
4MLD Cubbon Park TTP,2023-10-29 17:00:00,7.17,28.70,0.49,4.70,17.27,1.2,0.89,5.01,1.96,2023102917,-
KADABEESANAHALLI 50 MLD,2023-10-29 17:00:00,-,-,0.82,3.67,47.21,8.16,10.9,5.86,3.27,2023102917,-
STP Sarakki 5 MLD,2023-10-29 16:45:00,7.79,28.10,2.98,5.96,19.13,5.41,6.6,3.83,-,2023102917,-
Mailasandra STP 75 MLD,2023-10-29 16:45:00,7.76,24.30,135.61,203.42,45.55,8.16,18.85,13.13,1.77,2023102917,-
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,2023102917,-
KR Puram STP 20 MLD,2023-10-29 17:00:00,6.97,26.40,2.21,4.42,127.95,5.31,44.57,17.91,1.85,2023102917,-
1.5 MLD Lalbagh TTP,2023-10-29 17:00:00,7.32,29.40,0.51,2.50,18.58,1.64,1.52,-1.67,-1.19,2023102917,-
35MLD Agaram STP,2023-10-29 17:00:00,7.16,26.50,0.00,0.00,29.36,5.01,0.0,6.44,-,2023102917,-
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,2023102917,-
Yelahanka 10MLD TTP,2023-10-29 17:00:00,7.08,25.50,0.77,5.16,40.70,8.8,6.2,8.17,3.74,2023102917,0.22
40MLD OLD Rajacanal STP,2023-10-17 16:45:00,7.52,26.50,0.20,0.66,25.50,6.6,7.5,6.38,0.70,2023102917,0.10
Hennur 1MLD TTP,2023-10-29 14:45:00,7.70,27.80,0.80,1.20,20.00,2.1,4.9,5.00,4.27,2023102917,0.16
4_MLD_Madiwala_STP,2023-10-28 00:00:00,7.70,25.80,0.60,1.74,34.49,1.95,3.52,8.62,-,2023102917,-
150MLD STP_K&C valley,2023-10-29 16:00:00,7.80,-,2.14,5.26,-,145.19,30.62,-,-,2023102917,0.68
2MLD Ulsoor STP,2023-10-29 17:15:00,7.14,25.00,0.57,1.42,28.27,2.23,4.2,5.71,3.72,2023102918,-
CHIKKABANAVARA 5 MLD,2023-10-29 16:30:00,7.68,25.20,0.45,3.30,35.23,4.53,6.39,11.36,3.60,2023102918,-
